# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	4.9248	 0.0000	 4.9248	 -10.4452	 31.2417	 226.2168	 85.1536	 4.6000	 1.1293	 73.9433	 0.0013	 0.1791	 0.0762	 0.0020	 0.2618	 0.6741	 3.2528	 15.4520	 46.3271	 154.1702	 0.8294	 -8.9464	 -7.0761	 -4.6223
1949	01	02	0.0000	 0.0000	 0.0000	 -14.8200	 56.7047	 176.6251	 84.8967	 2.5800	 1.1452	 64.4479	 0.0007	 0.0978	 0.0826	 0.0000	 0.2614	 0.0905	 3.2038	 15.4448	 46.3270	 153.9158	 0.6121	 -14.1561	 -12.8997	 -8.9852
1949	01	03	0.0000	 0.0000	 0.0000	 -18.5500	 58.4703	 164.4912	 84.6722	 0.7400	 1.1590	 65.8808	 0.0005	 0.0717	 0.0578	 0.0000	 0.2610	 0.0127	 3.1796	 15.4378	 46.3269	 153.6619	 0.5970	 -18.0587	 -16.8258	 -11.9266
1949	01	04	0.0000	 0.0000	 0.0000	 -17.1770	 47.4297	 183.3756	 84.7588	 2.0700	 1.1537	 75.7312	 0.0007	 0.0996	 0.0387	 0.0000	 0.2605	 0.0194	 3.1409	 15.4308	 46.3268	 153.4084	 0.5935	 -16.9785	 -16.0671	 -11.3582
1949	01	05	3.2496	 0.0000	 3.2496	 -14.3234	 35.7806	 208.3810	 84.9280	 1.8500	 1.1433	 79.9012	 0.0010	 0.1385	 0.0428	 0.0000	 0.2601	 -0.0237	 6.2332	 15.4238	 46.3267	 153.1553	 0.8500	 -14.5321	 -14.1026	 -9.8864
1949	01	06	6.3744	 0.0000	 6.3744	 -10.6045	 30.8105	 228.5563	 85.1448	 3.2000	 1.1299	 80.3415	 0.0014	 0.1943	 0.0557	 0.0000	 0.2597	 0.0759	 12.4746	 15.4169	 46.3266	 152.9027	 0.8500	 -10.7933	 -10.4814	 -7.1735
1949	01	07	2.0496	 0.1009	 1.9487	 -8.4918	 43.1704	 219.4301	 85.2624	 5.8200	 1.1226	 66.3909	 0.0013	 0.1815	 0.1343	 0.0000	 0.2592	 0.7799	 13.8533	 15.4100	 46.3264	 152.6505	 0.8412	 -8.5256	 -8.1473	 -5.4248
1949	01	08	0.4488	 0.0000	 0.4488	 -15.5006	 44.9096	 193.9000	 84.8568	 2.1200	 1.1476	 63.9305	 0.0007	 0.0919	 0.0763	 0.0000	 0.2588	 0.0421	 14.2599	 15.4032	 46.3262	 152.3987	 0.8500	 -14.4233	 -12.7588	 -8.8797
1949	01	09	0.0000	 0.0000	 0.0000	 -20.8500	 61.6440	 158.9632	 84.5326	 0.3300	 1.1675	 65.7583	 0.0004	 0.0571	 0.0451	 0.0000	 0.2584	 -0.0044	 14.2893	 15.3964	 46.3260	 152.1473	 0.6402	 -20.0784	 -18.5016	 -13.1820
1949	01	10	0.0000	 0.0000	 0.0000	 -19.4495	 61.9545	 163.4321	 84.6184	 0.4100	 1.1623	 67.0558	 0.0005	 0.0678	 0.0495	 0.0000	 0.2580	 -0.0026	 14.2830	 15.3896	 46.3257	 151.8964	 0.6333	 -19.3898	 -18.5241	 -13.1989
