# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	6.5496	 0.0000	 6.5496	 -11.5828	 28.3862	 226.5957	 80.7549	 4.6400	 1.0756	 77.0311	 0.0013	 0.1701	 0.0583	 0.0005	 0.3664	 0.3048	 4.8205	 15.4395	 46.3270	 154.0656	 0.8236	 -9.9678	 -8.0425	 -6.4328
1949	01	02	1.0512	 0.0000	 1.0512	 -15.2983	 40.6868	 197.3706	 80.4841	 2.5600	 1.0875	 69.5254	 0.0008	 0.1049	 0.0621	 0.0000	 0.3656	 0.0481	 5.7852	 15.4325	 46.3270	 153.7070	 0.8500	 -14.7066	 -13.5938	 -10.8906
1949	01	03	0.0000	 0.0000	 0.0000	 -18.5037	 55.8541	 168.8477	 80.2457	 0.7800	 1.0980	 71.7741	 0.0006	 0.0813	 0.0430	 0.0000	 0.3647	 -0.0135	 5.8129	 15.4255	 46.3269	 153.3493	 0.6986	 -18.0407	 -16.9300	 -13.5696
1949	01	04	3.2760	 0.0000	 3.2760	 -17.6317	 30.6173	 203.6940	 80.3132	 2.1100	 1.0951	 80.7897	 0.0008	 0.1028	 0.0278	 0.0000	 0.3639	 -0.0147	 9.0072	 15.4186	 46.3268	 152.9925	 0.8500	 -17.4428	 -16.6181	 -13.3191
1949	01	05	12.1008	 0.0000	 12.1008	 -14.8868	 33.9793	 209.3177	 80.5153	 1.8600	 1.0862	 83.0289	 0.0011	 0.1372	 0.0332	 0.0000	 0.3630	 -0.0503	 21.1039	 15.4117	 46.3266	 152.6365	 0.8500	 -15.1120	 -14.7714	 -11.8362
1949	01	06	15.8496	 0.0000	 15.8496	 -10.8140	 36.8566	 220.1096	 80.8090	 3.2600	 1.0732	 76.9856	 0.0014	 0.1805	 0.0667	 0.0000	 0.3622	 0.0594	 36.8757	 15.4049	 46.3264	 152.2813	 0.8500	 -11.1016	 -10.9677	 -8.7818
1949	01	07	5.7744	 0.0000	 5.7744	 -10.1465	 44.3945	 212.5330	 80.8543	 5.9800	 1.0712	 66.9248	 0.0012	 0.1589	 0.1119	 0.0000	 0.3614	 0.6162	 42.1572	 15.3981	 46.3262	 151.9270	 0.8500	 -10.0600	 -9.6040	 -7.6867
1949	01	08	1.1256	 0.0000	 1.1256	 -15.8339	 44.0919	 194.5336	 80.4445	 2.0800	 1.0893	 67.2117	 0.0007	 0.0962	 0.0632	 0.0000	 0.3605	 0.0405	 43.2191	 15.3913	 46.3259	 151.5735	 0.8500	 -14.9108	 -13.4714	 -10.7923
1949	01	09	0.0000	 0.0000	 0.0000	 -20.2636	 59.5343	 163.8392	 80.1131	 0.3300	 1.1038	 70.4257	 0.0005	 0.0668	 0.0379	 0.0000	 0.3597	 -0.0089	 43.2453	 15.3846	 46.3256	 151.2209	 0.6986	 -19.5879	 -18.2157	 -14.6020
1949	01	10	0.0000	 0.0000	 0.0000	 -19.3759	 59.8072	 166.9930	 80.1801	 0.4600	 1.1009	 71.9573	 0.0006	 0.0751	 0.0393	 0.0000	 0.3588	 -0.0205	 43.2512	 15.3779	 46.3253	 150.8691	 0.6935	 -19.2856	 -18.4883	 -14.8209
