# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	6.9504	 0.0000	 6.9504	 -14.1128	 32.9276	 211.9255	 80.1028	 4.5800	 1.0774	 72.4120	 0.0010	 0.1250	 0.0590	 0.0000	 0.3664	 0.3099	 5.5002	 15.4350	 46.3270	 154.0656	 0.8327	 -12.1432	 -9.8072	 -7.9068
1949	01	02	0.0000	 0.0000	 0.0000	 -18.8272	 58.5462	 164.4963	 79.7433	 2.6000	 1.0926	 62.8501	 0.0005	 0.0643	 0.0611	 0.0000	 0.3656	 0.0966	 5.4546	 15.4280	 46.3269	 153.7070	 0.6207	 -18.1049	 -16.7526	 -13.4841
1949	01	03	0.0000	 0.0000	 0.0000	 -22.4158	 60.4532	 153.4140	 79.4621	 0.7400	 1.1045	 63.6355	 0.0004	 0.0467	 0.0445	 0.0000	 0.3647	 0.0169	 5.4302	 15.4211	 46.3268	 153.3493	 0.6153	 -21.9469	 -20.6982	 -16.6525
1949	01	04	0.0000	 0.0000	 0.0000	 -20.7511	 51.5497	 169.1537	 79.5977	 2.0900	 1.0988	 72.9699	 0.0005	 0.0676	 0.0318	 0.0000	 0.3639	 0.0363	 5.3799	 15.4142	 46.3267	 152.9925	 0.6115	 -20.5802	 -19.6686	 -15.8256
1949	01	05	4.6752	 0.0000	 4.6752	 -17.7952	 37.7720	 195.4079	 79.8251	 1.9000	 1.0892	 77.7389	 0.0008	 0.0970	 0.0351	 0.0000	 0.3630	 -0.0213	 9.9688	 15.4073	 46.3265	 152.6365	 0.8500	 -18.0002	 -17.5452	 -14.1205
1949	01	06	8.6496	 0.0000	 8.6496	 -14.5056	 27.8828	 219.1152	 80.0746	 3.2200	 1.0786	 81.7121	 0.0011	 0.1392	 0.0356	 0.0000	 0.3622	 0.0583	 18.5430	 15.4005	 46.3263	 152.2813	 0.8500	 -14.6055	 -14.1733	 -11.4128
1949	01	07	3.1248	 0.0000	 3.1248	 -12.0416	 43.9325	 207.3598	 80.2528	 5.8200	 1.0710	 66.0312	 0.0010	 0.1309	 0.1004	 0.0000	 0.3614	 0.5984	 21.1802	 15.3937	 46.3260	 151.9270	 0.8500	 -12.1025	 -11.7242	 -9.4462
1949	01	08	0.8256	 0.0000	 0.8256	 -19.1806	 46.6776	 181.6867	 79.7164	 2.1100	 1.0938	 61.9368	 0.0005	 0.0615	 0.0594	 0.0000	 0.3605	 0.0487	 21.9462	 15.3870	 46.3257	 151.5735	 0.8500	 -18.1117	 -16.4252	 -13.2211
1949	01	09	0.0000	 0.0000	 0.0000	 -24.3911	 63.9443	 148.8172	 79.3069	 0.3500	 1.1110	 62.8291	 0.0003	 0.0375	 0.0363	 0.0000	 0.3597	 -0.0039	 21.9679	 15.3803	 46.3254	 151.2209	 0.6207	 -23.6284	 -22.0351	 -17.7260
1949	01	10	0.0000	 0.0000	 0.0000	 -23.2420	 63.9070	 152.7409	 79.3985	 0.4200	 1.1071	 65.2046	 0.0004	 0.0450	 0.0373	 0.0000	 0.3588	 -0.0032	 21.9649	 15.3736	 46.3250	 150.8691	 0.6153	 -23.1411	 -22.2032	 -17.8610
