# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	6.1992	 0.0000	 6.1992	 -11.4497	 33.1683	 221.0376	 82.3747	 4.5500	 1.0967	 73.4504	 0.0012	 0.1624	 0.0715	 0.0011	 0.3664	 0.3894	 4.4970	 15.4441	 46.3270	 154.0656	 0.8275	 -9.8134	 -7.8337	 -6.0517
1949	01	02	0.0000	 0.0000	 0.0000	 -15.8883	 59.4957	 171.6889	 82.0717	 2.6100	 1.1117	 62.7782	 0.0006	 0.0846	 0.0810	 0.0000	 0.3656	 0.1618	 4.4025	 15.4371	 46.3270	 153.7070	 0.5895	 -15.2765	 -14.0840	 -11.0708
1949	01	03	0.0000	 0.0000	 0.0000	 -19.8495	 59.0993	 161.9745	 81.7972	 0.6900	 1.1253	 67.6853	 0.0005	 0.0662	 0.0460	 0.0000	 0.3647	 0.0143	 4.3774	 15.4301	 46.3269	 153.3492	 0.5017	 -19.2632	 -17.9494	 -14.1748
1949	01	04	0.0000	 0.0000	 0.0000	 -18.3935	 44.9456	 184.2073	 81.9027	 2.0300	 1.1201	 78.2209	 0.0007	 0.0923	 0.0301	 0.0000	 0.3639	 0.0188	 4.3415	 15.4231	 46.3268	 152.9924	 0.5007	 -18.2170	 -17.3362	 -13.6823
1949	01	05	3.1248	 0.0000	 3.1248	 -15.3748	 35.6644	 206.1613	 82.1103	 1.8500	 1.1098	 81.6798	 0.0010	 0.1289	 0.0350	 0.0000	 0.3630	 0.0231	 7.2763	 15.4162	 46.3267	 152.6363	 0.8500	 -15.6166	 -15.2339	 -11.9942
1949	01	06	7.2744	 0.0000	 7.2744	 -11.1157	 36.0144	 220.8739	 82.3969	 3.1300	 1.0956	 77.2298	 0.0013	 0.1765	 0.0641	 0.0000	 0.3622	 0.0367	 14.4307	 15.4093	 46.3265	 152.2812	 0.8500	 -11.3845	 -11.1827	 -8.7410
1949	01	07	3.4752	 0.1082	 3.3670	 -9.8924	 45.8665	 212.2352	 82.4744	 5.6600	 1.0917	 64.1662	 0.0011	 0.1523	 0.1304	 0.0016	 0.3614	 0.4873	 17.5202	 15.4162	 46.3264	 151.9269	 0.8400	 -9.8522	 -9.4087	 -7.3165
1949	01	08	0.0000	 0.0000	 0.0000	 -17.4818	 60.7473	 170.1490	 81.9638	 2.1600	 1.1171	 64.7298	 0.0006	 0.0782	 0.0602	 0.0000	 0.3605	 0.0564	 17.4917	 15.4093	 46.3262	 151.5734	 0.6137	 -16.2953	 -14.5118	 -11.4144
1949	01	09	0.0000	 0.0000	 0.0000	 -22.3448	 62.7634	 155.4530	 81.6202	 0.3300	 1.1340	 66.8705	 0.0004	 0.0506	 0.0371	 0.0000	 0.3597	 0.0000	 17.4854	 15.4025	 46.3260	 151.2207	 0.6119	 -21.6290	 -20.1038	 -15.9048
1949	01	10	0.0000	 0.0000	 0.0000	 -20.8268	 63.1271	 160.0398	 81.7283	 0.3700	 1.1287	 67.8957	 0.0005	 0.0604	 0.0416	 0.0000	 0.3588	 0.0007	 17.4753	 15.3957	 46.3258	 150.8689	 0.6107	 -20.7817	 -19.9337	 -15.7682
