# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	7.8240	 0.0000	 7.8240	 -10.5651	 29.3781	 229.1599	 82.1224	 4.6400	 1.0896	 76.8316	 0.0014	 0.1858	 0.0647	 0.0004	 0.3664	 0.4275	 6.7002	 15.4381	 46.3270	 154.0656	 0.8389	 -9.0789	 -7.2831	 -5.6766
1949	01	02	1.0512	 0.0000	 1.0512	 -14.2125	 41.4950	 200.1289	 81.8734	 2.5400	 1.1017	 69.3766	 0.0009	 0.1156	 0.0694	 0.0000	 0.3656	 0.0604	 7.6796	 15.4311	 46.3270	 153.7070	 0.8500	 -13.6632	 -12.6022	 -9.9479
1949	01	03	0.0000	 0.0000	 0.0000	 -17.3486	 53.6919	 175.3169	 81.6560	 0.7300	 1.1122	 73.9963	 0.0007	 0.0945	 0.0425	 0.0000	 0.3647	 0.0024	 7.7321	 15.4241	 46.3269	 153.3493	 0.5739	 -16.8497	 -15.7208	 -12.4522
1949	01	04	4.8000	 0.0000	 4.8000	 -16.4253	 28.7242	 210.3277	 81.7221	 2.0400	 1.1090	 82.3587	 0.0009	 0.1178	 0.0282	 0.0000	 0.3639	 -0.0191	 12.4788	 15.4172	 46.3267	 152.9925	 0.8500	 -16.2650	 -15.4838	 -12.2619
1949	01	05	15.6744	 0.0000	 15.6744	 -13.6539	 32.9326	 215.1687	 81.9130	 1.7600	 1.0998	 84.3743	 0.0012	 0.1565	 0.0339	 0.0000	 0.3630	 -0.0654	 28.1802	 15.4103	 46.3266	 152.6365	 0.8500	 -13.8891	 -13.5757	 -10.7296
1949	01	06	19.5240	 0.0000	 19.5240	 -9.3041	 38.8222	 223.1831	 82.2056	 3.1400	 1.0855	 75.4818	 0.0015	 0.2012	 0.0828	 0.0000	 0.3622	 0.1134	 47.5722	 15.4035	 46.3264	 152.2813	 0.8500	 -9.6312	 -9.5621	 -7.5066
1949	01	07	5.6496	 0.1617	 5.4879	 -9.3309	 45.3815	 214.3976	 82.2017	 5.8100	 1.0857	 65.9456	 0.0013	 0.1671	 0.1258	 0.0000	 0.3614	 0.9055	 52.3752	 15.3967	 46.3261	 151.9270	 0.8443	 -9.1902	 -8.6866	 -6.8036
1949	01	08	0.0240	 0.0000	 0.0240	 -15.1497	 43.6341	 197.6003	 81.8090	 2.1400	 1.1048	 68.2927	 0.0008	 0.1050	 0.0639	 0.0000	 0.3605	 0.0436	 52.3602	 15.3899	 46.3259	 151.5735	 0.8500	 -14.1932	 -12.7206	 -10.0429
1949	01	09	0.0000	 0.0000	 0.0000	 -19.0752	 58.8370	 168.3344	 81.5338	 0.2800	 1.1181	 71.5858	 0.0006	 0.0766	 0.0402	 0.0000	 0.3597	 -0.0058	 52.4032	 15.3832	 46.3256	 151.2209	 0.5739	 -18.4545	 -17.1496	 -13.5995
1949	01	10	0.0000	 0.0000	 0.0000	 -18.2680	 58.9108	 171.5433	 81.5908	 0.4100	 1.1154	 73.3898	 0.0007	 0.0857	 0.0407	 0.0000	 0.3588	 -0.0151	 52.4117	 15.3765	 46.3252	 150.8691	 0.5639	 -18.1732	 -17.3851	 -13.7887
