# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	7.8504	 0.0000	 7.8504	 -9.9947	 34.8707	 223.6148	 83.7936	 4.5700	 1.1094	 72.6397	 0.0014	 0.1822	 0.0849	 0.0005	 0.2618	 0.3097	 6.5152	 15.4391	 46.3270	 154.1702	 0.8360	 -8.5543	 -6.7797	 -4.5723
1949	01	02	0.0000	 0.0000	 0.0000	 -14.1873	 59.4416	 176.2698	 83.5281	 2.5800	 1.1240	 62.5318	 0.0007	 0.0983	 0.0965	 0.0000	 0.2614	 0.1111	 6.4721	 15.4321	 46.3270	 153.9158	 0.5327	 -13.6623	 -12.5827	 -8.9197
1949	01	03	0.0000	 0.0000	 0.0000	 -18.0884	 55.4026	 171.1058	 83.2803	 0.6900	 1.1377	 71.4050	 0.0006	 0.0846	 0.0444	 0.0000	 0.2610	 0.0163	 6.4426	 15.4251	 46.3269	 153.6619	 0.5293	 -17.4200	 -16.0649	 -11.5286
1949	01	04	0.0000	 0.0000	 0.0000	 -16.7580	 39.6011	 195.6878	 83.3684	 2.0200	 1.1329	 81.0533	 0.0008	 0.1122	 0.0297	 0.0000	 0.2605	 0.0245	 6.3995	 15.4182	 46.3268	 153.4084	 0.5270	 -16.6089	 -15.7838	 -11.3179
1949	01	05	2.4000	 0.0000	 2.4000	 -13.7991	 33.3680	 214.2769	 83.5567	 1.8100	 1.1225	 84.2342	 0.0011	 0.1544	 0.0341	 0.0000	 0.2601	 -0.0499	 8.7403	 15.4113	 46.3266	 153.1553	 0.8500	 -14.0500	 -13.7039	 -9.7597
1949	01	06	7.7496	 0.0087	 7.7409	 -8.7547	 40.0705	 223.6520	 83.8690	 3.1100	 1.1052	 73.7842	 0.0015	 0.2047	 0.0958	 0.0000	 0.2597	 0.0781	 16.3793	 15.4045	 46.3264	 152.9027	 0.8500	 -9.1474	 -9.1172	 -6.3234
1949	01	07	6.2256	 0.4684	 5.7572	 -8.6319	 46.4370	 215.4069	 83.8733	 5.6500	 1.1050	 62.0911	 0.0012	 0.1615	 0.1592	 0.0050	 0.2592	 0.6758	 21.8857	 15.4397	 46.3263	 152.6505	 0.8332	 -8.5063	 -8.0002	 -5.4867
1949	01	08	0.0000	 0.0000	 0.0000	 -16.5573	 58.9463	 174.5996	 83.3795	 2.1700	 1.1322	 66.3147	 0.0007	 0.0887	 0.0605	 0.0000	 0.2588	 0.0767	 21.8398	 15.4327	 46.3263	 152.3987	 0.5327	 -15.2970	 -13.4493	 -9.5690
1949	01	09	0.0000	 0.0000	 0.0000	 -20.6294	 60.9019	 161.7297	 83.1127	 0.3100	 1.1468	 68.9869	 0.0005	 0.0626	 0.0396	 0.0000	 0.2584	 0.0001	 21.8345	 15.4257	 46.3262	 152.1473	 0.5293	 -19.9955	 -18.5794	 -13.4124
1949	01	10	0.0000	 0.0000	 0.0000	 -19.2392	 61.3397	 166.0523	 83.2042	 0.3700	 1.1418	 70.2336	 0.0006	 0.0737	 0.0435	 0.0000	 0.2580	 0.0008	 21.8254	 15.4188	 46.3261	 151.8964	 0.5270	 -19.1942	 -18.3749	 -13.2591
