# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	5.8488	 0.0000	 5.8488	 -15.3391	 34.5537	 205.2370	 79.1640	 4.6300	 1.0699	 69.7413	 0.0008	 0.1060	 0.0598	 0.0000	 0.2540	 0.2651	 4.0801	 11.2272	 33.6830	 112.0224	 0.8202	 -13.3185	 -10.9138	 -8.9213
1949	01	02	0.7752	 0.0000	 0.7752	 -20.0935	 42.3714	 180.5208	 78.7864	 2.5800	 1.0849	 62.9937	 0.0005	 0.0574	 0.0532	 0.0000	 0.2534	 0.0666	 4.7642	 11.2258	 33.6830	 111.7703	 0.8500	 -19.3407	 -17.9371	 -14.5611
1949	01	03	0.0000	 0.0000	 0.0000	 -23.2729	 59.6966	 151.5492	 78.5253	 0.7900	 1.0952	 61.6971	 0.0003	 0.0407	 0.0441	 0.0000	 0.2528	 0.0097	 4.7777	 11.2245	 33.6830	 111.5188	 0.6792	 -22.8619	 -21.6588	 -17.5497
1949	01	04	0.0000	 0.0000	 0.0000	 -22.1610	 53.3138	 162.6262	 78.6212	 2.1400	 1.0915	 69.0750	 0.0004	 0.0548	 0.0334	 0.0000	 0.2522	 0.0259	 4.7413	 11.2232	 33.6830	 111.2679	 0.6769	 -21.9402	 -20.9542	 -16.9839
1949	01	05	3.8760	 0.0000	 3.8760	 -19.5266	 38.9806	 188.1057	 78.8334	 1.9100	 1.0830	 74.2831	 0.0006	 0.0777	 0.0359	 0.0000	 0.2517	 -0.0097	 8.4610	 11.2219	 33.6830	 111.0175	 0.8500	 -19.6723	 -19.1222	 -15.5128
1949	01	06	10.8240	 0.0000	 10.8240	 -16.1524	 28.6333	 212.2120	 79.1020	 3.2900	 1.0724	 81.7527	 0.0009	 0.1199	 0.0310	 0.0000	 0.2511	 0.0244	 19.2193	 11.2206	 33.6830	 110.7677	 0.8500	 -16.2605	 -15.7991	 -12.8442
1949	01	07	5.6496	 0.0000	 5.6496	 -12.4142	 42.5017	 207.4813	 79.3859	 5.9800	 1.0609	 65.6947	 0.0010	 0.1255	 0.0993	 0.0000	 0.2505	 0.4919	 24.4957	 11.2193	 33.6830	 110.5185	 0.8500	 -12.5495	 -12.2500	 -9.9943
1949	01	08	1.9992	 0.0000	 1.9992	 -19.2398	 46.9715	 180.7882	 78.8523	 2.0700	 1.0823	 59.2449	 0.0004	 0.0563	 0.0678	 0.0000	 0.2500	 0.0639	 26.3964	 11.2180	 33.6830	 110.2698	 0.8500	 -18.3120	 -16.7775	 -13.6299
1949	01	09	0.0000	 0.0000	 0.0000	 -24.3504	 63.6326	 148.7467	 78.4373	 0.3600	 1.0987	 59.5798	 0.0003	 0.0347	 0.0411	 0.0000	 0.2494	 -0.0024	 26.4161	 11.2167	 33.6829	 110.0217	 0.6792	 -23.5900	 -22.0237	 -17.8427
1949	01	10	0.0000	 0.0000	 0.0000	 -24.1745	 63.3290	 150.5411	 78.4525	 0.4700	 1.0981	 63.8254	 0.0003	 0.0398	 0.0363	 0.0000	 0.2489	 -0.0079	 26.4161	 11.2154	 33.6829	 109.7742	 0.6769	 -23.9741	 -22.9332	 -18.5731
