# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	6.3744	 0.0000	 6.3744	 -10.3430	 29.6475	 229.3617	 83.1681	 4.6200	 1.1026	 76.2302	 0.0014	 0.1878	 0.0682	 0.0011	 0.2618	 0.3974	 5.0676	 15.4441	 46.3270	 154.1702	 0.8322	 -8.8676	 -7.0628	 -4.8873
1949	01	02	0.6240	 0.0000	 0.6240	 -14.2719	 42.3521	 198.4163	 82.9127	 2.5600	 1.1160	 67.3745	 0.0008	 0.1101	 0.0759	 0.0000	 0.2614	 0.0636	 5.6203	 15.4371	 46.3270	 153.9158	 0.8500	 -13.6911	 -12.5717	 -9.0145
1949	01	03	0.0000	 0.0000	 0.0000	 -17.7351	 56.3544	 170.3795	 82.6836	 0.7400	 1.1280	 71.3195	 0.0007	 0.0869	 0.0473	 0.0000	 0.2610	 0.0054	 5.6536	 15.4301	 46.3270	 153.6619	 0.5851	 -17.2207	 -16.0363	 -11.6100
1949	01	04	2.5008	 0.0000	 2.5008	 -16.6201	 30.6175	 207.0612	 82.7602	 2.0500	 1.1240	 80.8952	 0.0009	 0.1134	 0.0304	 0.0000	 0.2605	 -0.0181	 8.0769	 15.4232	 46.3269	 153.4084	 0.8500	 -16.4451	 -15.6161	 -11.2953
1949	01	05	9.7992	 0.0000	 9.7992	 -13.7480	 33.8259	 213.4401	 82.9486	 1.8100	 1.1141	 83.3079	 0.0011	 0.1530	 0.0363	 0.0000	 0.2601	 -0.0575	 17.8707	 15.4163	 46.3268	 153.1553	 0.8500	 -13.9849	 -13.6426	 -9.8167
1949	01	06	13.7760	 0.0000	 13.7760	 -9.5665	 36.8387	 224.6670	 83.2169	 3.1700	 1.1000	 76.8369	 0.0015	 0.2013	 0.0751	 0.0000	 0.2597	 0.0801	 31.5459	 15.4094	 46.3266	 152.9027	 0.8500	 -9.8541	 -9.7118	 -6.8719
1949	01	07	3.9744	 0.1614	 3.8130	 -9.0036	 44.8569	 215.9266	 83.2502	 5.8200	 1.0982	 66.0029	 0.0013	 0.1722	 0.1293	 0.0000	 0.2592	 0.7440	 34.8566	 15.4026	 46.3264	 152.6505	 0.8389	 -8.9084	 -8.4320	 -5.9130
1949	01	08	0.0240	 0.0000	 0.0240	 -15.3382	 44.0338	 196.1655	 82.8433	 2.1300	 1.1196	 67.1180	 0.0008	 0.1007	 0.0662	 0.0000	 0.2588	 0.0301	 34.8603	 15.3958	 46.3261	 152.3987	 0.8500	 -14.3152	 -12.7471	 -9.1458
1949	01	09	0.0000	 0.0000	 0.0000	 -19.7944	 60.1285	 164.4129	 82.5448	 0.3100	 1.1352	 70.0516	 0.0005	 0.0694	 0.0406	 0.0000	 0.2584	 -0.0077	 34.8957	 15.3890	 46.3259	 152.1473	 0.5851	 -19.1208	 -17.7136	 -12.8666
1949	01	10	0.0000	 0.0000	 0.0000	 -18.6413	 60.4242	 168.2918	 82.6226	 0.4100	 1.1312	 71.2660	 0.0006	 0.0796	 0.0436	 0.0000	 0.2580	 -0.0148	 34.9016	 15.3823	 46.3255	 151.8964	 0.5782	 -18.5718	 -17.7664	 -12.9062
