# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	7.8504	 0.0000	 7.8504	 -11.6091	 27.5837	 227.7366	 80.1989	 4.6600	 1.0683	 77.8268	 0.0013	 0.1717	 0.0557	 0.0002	 0.3664	 0.2849	 6.4344	 15.4370	 46.3270	 154.0656	 0.8281	 -10.0097	 -8.1069	 -6.5525
1949	01	02	1.3992	 0.0000	 1.3992	 -15.0665	 38.7557	 200.8887	 79.9415	 2.5400	 1.0792	 71.8137	 0.0009	 0.1122	 0.0566	 0.0000	 0.3656	 0.0375	 7.7691	 15.4300	 46.3269	 153.7070	 0.8500	 -14.4955	 -13.4195	 -10.8186
1949	01	03	0.0000	 0.0000	 0.0000	 -17.9773	 53.8114	 173.1761	 79.7205	 0.7800	 1.0885	 73.6861	 0.0007	 0.0884	 0.0408	 0.0000	 0.3647	 -0.0022	 7.8162	 15.4230	 46.3268	 153.3493	 0.6082	 -17.5450	 -16.4910	 -13.2851
1949	01	04	4.6008	 0.0000	 4.6008	 -17.3362	 29.3531	 206.3770	 79.7712	 2.0900	 1.0864	 81.7139	 0.0008	 0.1071	 0.0269	 0.0000	 0.3639	 -0.0166	 12.3612	 15.4161	 46.3267	 152.9925	 0.8500	 -17.1505	 -16.3486	 -13.1707
1949	01	05	15.4992	 0.0000	 15.4992	 -14.7153	 33.4373	 210.7289	 79.9684	 1.8100	 1.0781	 83.5974	 0.0011	 0.1404	 0.0324	 0.0000	 0.3630	 -0.0546	 27.8731	 15.4093	 46.3266	 152.6365	 0.8500	 -14.9357	 -14.6060	 -11.7713
1949	01	06	20.7744	 0.0000	 20.7744	 -10.5555	 38.2678	 219.2907	 80.2747	 3.2300	 1.0651	 76.1171	 0.0014	 0.1820	 0.0717	 0.0000	 0.3622	 0.0581	 48.5674	 15.4024	 46.3263	 152.2813	 0.8500	 -10.8759	 -10.7909	 -8.7078
1949	01	07	6.8760	 0.0000	 6.8760	 -10.1882	 44.4951	 212.4576	 80.2997	 5.9800	 1.0640	 67.3100	 0.0012	 0.1597	 0.1094	 0.0000	 0.3614	 0.6224	 54.9194	 15.3956	 46.3261	 151.9270	 0.8500	 -10.0800	 -9.6114	 -7.7606
1949	01	08	0.0504	 0.0000	 0.0504	 -15.3246	 43.8293	 196.6868	 79.9215	 2.0900	 1.0801	 68.0470	 0.0008	 0.1026	 0.0639	 0.0000	 0.3605	 0.0357	 54.9386	 15.3889	 46.3258	 151.5735	 0.8500	 -14.4815	 -13.1438	 -10.5972
1949	01	09	0.0000	 0.0000	 0.0000	 -19.4304	 58.3097	 167.8115	 79.6087	 0.3100	 1.0932	 71.6048	 0.0006	 0.0741	 0.0385	 0.0000	 0.3597	 -0.0058	 54.9756	 15.3822	 46.3255	 151.2209	 0.6082	 -18.7878	 -17.4856	 -14.0838
1949	01	10	0.0000	 0.0000	 0.0000	 -18.8530	 58.4000	 170.3417	 79.6531	 0.4600	 1.0914	 73.6207	 0.0006	 0.0814	 0.0380	 0.0000	 0.3588	 -0.0175	 54.9817	 15.3755	 46.3251	 150.8691	 0.6025	 -18.7414	 -17.9527	 -14.4588
