# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	3.6744	 0.0000	 3.6744	 -9.7864	 41.0769	 217.5781	 79.2711	 4.5100	 1.0487	 69.6511	 0.0014	 0.1755	 0.1001	 0.0016	 0.3664	 0.6489	 2.3351	 15.4481	 46.3270	 154.0656	 0.8281	 -8.3851	 -6.7440	 -5.4996
1949	01	02	0.0000	 0.0000	 0.0000	 -13.6234	 62.6502	 176.4904	 78.9694	 2.6300	 1.0605	 58.6331	 0.0007	 0.0922	 0.1246	 0.0000	 0.3656	 0.2221	 2.1910	 15.4410	 46.3269	 153.7066	 0.4837	 -13.3447	 -12.6037	 -10.2050
1949	01	03	0.0000	 0.0000	 0.0000	 -18.4872	 30.5740	 202.1084	 78.5965	 0.6400	 1.0752	 82.2692	 0.0008	 0.0970	 0.0223	 0.0000	 0.3647	 0.0124	 2.1757	 15.4340	 46.3268	 153.3487	 0.4282	 -17.4361	 -15.8012	 -12.7726
1949	01	04	0.0000	 0.0000	 0.0000	 -17.8630	 12.6744	 225.8516	 78.6468	 1.9900	 1.0733	 91.8343	 0.0009	 0.1156	 0.0103	 0.0000	 0.3639	 -0.0003	 2.1802	 15.4270	 46.3268	 152.9918	 0.4253	 -17.6904	 -16.8927	 -13.6491
1949	01	05	0.0240	 0.0000	 0.0240	 -14.8783	 27.8659	 218.7990	 78.8817	 1.8400	 1.0641	 91.9869	 0.0012	 0.1541	 0.0149	 0.0000	 0.3630	 -0.0476	 2.2071	 15.4201	 46.3267	 152.6358	 0.8500	 -15.1995	 -14.9686	 -12.1041
1949	01	06	7.5000	 1.1997	 6.3003	 -6.7630	 47.8208	 222.0587	 79.4924	 3.0700	 1.0399	 63.9766	 0.0015	 0.1951	 0.1864	 0.0723	 0.3622	 0.2793	 8.1696	 16.0028	 46.3298	 152.2806	 0.8017	 -7.6578	 -8.2554	 -6.7133
1949	01	07	0.4992	 0.0656	 0.4336	 -9.0491	 49.1539	 212.2307	 79.3177	 5.5000	 1.0468	 55.2248	 0.0010	 0.1267	 0.2041	 0.0130	 0.3614	 0.8883	 7.9050	 16.0855	 46.3411	 151.9263	 0.8113	 -8.7307	 -8.1201	 -6.6046
1949	01	08	0.0000	 0.0000	 0.0000	 -19.1573	 54.3379	 174.7321	 78.5414	 2.2000	 1.0774	 70.3740	 0.0006	 0.0759	 0.0381	 0.0000	 0.3605	 0.0597	 7.8474	 16.0643	 46.3553	 151.5729	 0.5404	 -17.5176	 -15.3127	 -12.3804
1949	01	09	0.0000	 0.0000	 0.0000	 -21.9637	 55.5441	 166.2028	 78.3127	 0.3400	 1.0862	 75.4817	 0.0005	 0.0620	 0.0251	 0.0000	 0.3597	 0.0058	 7.8367	 16.0441	 46.3684	 151.2203	 0.5347	 -21.4673	 -20.2194	 -16.3205
1949	01	10	0.0000	 0.0000	 0.0000	 -20.2597	 59.5610	 167.4502	 78.4511	 0.3200	 1.0809	 74.4105	 0.0006	 0.0720	 0.0320	 0.0000	 0.3588	 0.0079	 7.8229	 16.0247	 46.3806	 150.8686	 0.5309	 -20.2855	 -19.5841	 -15.8103
