# SIMULATION: fluxes
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	10.3488	 0.0000	 10.3488	 -10.9419	 39.7007	 215.1047	 79.9547	 4.5300	 1.0624	 70.0191	 0.0012	 0.1592	 0.0890	 0.0000	 0.3664	 0.3965	 9.2541	 15.4350	 46.3270	 154.0656	 0.8406	 -9.3954	 -7.5658	 -6.0968
1949	01	02	0.0000	 0.0000	 0.0000	 -14.8728	 62.2133	 172.9953	 79.6541	 2.6100	 1.0749	 59.5022	 0.0007	 0.0844	 0.1058	 0.0000	 0.3656	 0.1340	 9.1980	 15.4280	 46.3269	 153.7070	 0.4971	 -14.4907	 -13.5964	 -10.9395
1949	01	03	0.0000	 0.0000	 0.0000	 -19.1679	 48.2187	 178.6622	 79.3315	 0.6500	 1.0882	 75.6417	 0.0006	 0.0825	 0.0311	 0.0000	 0.3647	 0.0140	 9.1771	 15.4211	 46.3268	 153.3493	 0.4904	 -18.2963	 -16.7912	 -13.5049
1949	01	04	0.0000	 0.0000	 0.0000	 -18.2595	 30.3884	 203.3585	 79.4032	 1.9800	 1.0853	 84.6184	 0.0008	 0.1020	 0.0200	 0.0000	 0.3639	 0.0293	 9.1405	 15.4142	 46.3267	 152.9925	 0.4858	 -18.0907	 -17.2704	 -13.8897
1949	01	05	0.9000	 0.0000	 0.9000	 -15.4518	 32.9910	 210.3910	 79.6179	 1.8000	 1.0764	 87.5143	 0.0011	 0.1386	 0.0230	 0.0000	 0.3630	 -0.0551	 10.0180	 15.4073	 46.3265	 152.6365	 0.8500	 -15.7345	 -15.4354	 -12.4162
1949	01	06	8.1000	 0.1949	 7.9051	 -8.5591	 45.9087	 218.0951	 80.1270	 3.0500	 1.0552	 68.4583	 0.0014	 0.1863	 0.1292	 0.0000	 0.3622	 0.1698	 17.9121	 15.4005	 46.3263	 152.2813	 0.8500	 -9.2297	 -9.5422	 -7.6838
1949	01	07	10.8744	 0.7640	 10.1104	 -9.5333	 48.6877	 211.0004	 80.0520	 5.4900	 1.0583	 58.2217	 0.0010	 0.1338	 0.1732	 0.0000	 0.3614	 0.9713	 27.8111	 15.3937	 46.3260	 151.9270	 0.8303	 -9.3095	 -8.7573	 -7.0536
1949	01	08	0.0000	 0.0000	 0.0000	 -18.8663	 58.6558	 170.3398	 79.3540	 2.2000	 1.0873	 67.5873	 0.0006	 0.0735	 0.0452	 0.0000	 0.3605	 0.0958	 27.7472	 15.3870	 46.3257	 151.5735	 0.4971	 -17.3855	 -15.3268	 -12.3290
1949	01	09	0.0000	 0.0000	 0.0000	 -22.2971	 59.6496	 160.5560	 79.0829	 0.3200	 1.0984	 71.5143	 0.0004	 0.0560	 0.0296	 0.0000	 0.3597	 0.0002	 27.7441	 15.3803	 46.3254	 151.2209	 0.4904	 -21.7150	 -20.3637	 -16.3737
1949	01	10	0.0000	 0.0000	 0.0000	 -20.7817	 61.8687	 163.1760	 79.2025	 0.3200	 1.0935	 71.6315	 0.0005	 0.0652	 0.0352	 0.0000	 0.3588	 -0.0016	 27.7416	 15.3736	 46.3250	 150.8691	 0.4858	 -20.7761	 -20.0145	 -16.0933
